FAILED.man		man42	man	³kãŋ	hill
c4.c122.c40.	Bklwaː	sahu48	sahu	⁴klaː	place
c4.c122.c41.	Bklwaː	sahu48	sahu	⁴klaː	place
c4.c122.c41.	Bklwaː	mar56	mar	⁴lja	place
c4.c122.c51.	Bklap	tuk54	tuk	⁴kjəw	lungs
c4.c122.c59.	Bklam	tuk58	tuk	⁴kjəm	road
c4.c122.c65.c204.	Bklop	ris51	ris	⁴klop	lungs
c4.c122.c74.	Bklwap	ris51	ris	⁴klop	lungs
c4.c122.c74.	Bklwap	tuk54	tuk	⁴kjəw	lungs
c4.c122.c75.	Bklop	ris51	ris	⁴klop	lungs
c4.c123.c11.	Bkliŋ	ris53	ris	⁴kliŋ	snow
c4.c123.c11.	Bkliŋ	sahu49	sahu	⁴kliŋ	snow
c4.c123.c205.c201.	Bklak	sahu48	sahu	⁴klaː	place
c4.c123.c205.c203.	Bklat	sahu48	sahu	⁴klaː	place
c4.c123.c205.c204.	Bklap	tuk54	tuk	⁴kjəw	lungs
c4.c123.c206.c204.	Bklop	ris51	ris	⁴klop	lungs
c4.c123.c206.c204.	Bklop	tuk54	tuk	⁴kjəw	lungs
c4.c123.c21.	Bkleː	mar56	mar	⁴lja	place
c4.c123.c30.	Bklem	tuk58	tuk	⁴kjəm	road
c4.c123.c33.	Bkla	ris52	ris	⁴kla	place
c4.c123.c33.c201.	Bklak	sahu48	sahu	⁴klaː	place
c4.c123.c33.c203.	Bklat	sahu48	sahu	⁴klaː	place
c4.c123.c33.c204.	Bklap	tuk54	tuk	⁴kjəw	lungs
c4.c123.c34.	Bklaː	sahu48	sahu	⁴klaː	place
c4.c123.c34.	Bklaː	mar56	mar	⁴lja	place
c4.c123.c34.	Bklaː	syang57	syang	⁴lja	place
c4.c123.c38.c204.	Bklwap	ris51	ris	⁴klop	lungs
c4.c123.c39.c201.	Bklwak	sahu48	sahu	⁴klaː	place
c4.c123.c39.c203.	Bklwat	sahu48	sahu	⁴klaː	place
c4.c123.c39.c204.	Bklwap	tuk54	tuk	⁴kjəw	lungs
c4.c123.c40.	Bklwaː	sahu48	sahu	⁴klaː	place
c4.c123.c41.	Bklwaː	sahu48	sahu	⁴klaː	place
c4.c123.c41.	Bklwaː	mar56	mar	⁴lja	place
c4.c123.c51.	Bklap	tuk54	tuk	⁴kjəw	lungs
c4.c123.c59.	Bklam	tuk58	tuk	⁴kjəm	road
c4.c123.c65.c204.	Bklop	ris51	ris	⁴klop	lungs
c4.c123.c74.	Bklwap	ris51	ris	⁴klop	lungs
c4.c123.c74.	Bklwap	tuk54	tuk	⁴kjəw	lungs
c4.c123.c75.	Bklop	ris51	ris	⁴klop	lungs
c4.c124.c205.c203.	Bkʰlat	tag38	tag	⁴kʰlaː	place
c4.c124.c21.	Bkʰleː	man50	man	⁴kʰje	work
c4.c124.c22.	Bkʰleː	man50	man	⁴kʰje	work
c4.c124.c26.	Bkʰlet	man50	man	⁴kʰje	work
c4.c124.c27.	Bkʰlep	man50	man	⁴kʰje	work
c4.c124.c31.	Bkʰlew	man50	man	⁴kʰje	work
c4.c124.c33.c203.	Bkʰlat	tag38	tag	⁴kʰlaː	place
c4.c124.c34.	Bkʰlaː	man48	man	⁴kʰja	place
c4.c124.c34.	Bkʰlaː	tag38	tag	⁴kʰlaː	place
c4.c124.c38.	Bkʰlwa	man48	man	⁴kʰja	place
c4.c124.c39.c203.	Bkʰlwat	tag38	tag	⁴kʰlaː	place
c4.c124.c48.	Bkʰlat	man50	man	⁴kʰje	work
c4.c124.c51.	Bkʰlap	man50	man	⁴kʰje	work
c4.c124.c56.	Bkʰlan	man50	man	⁴kʰje	work
c4.c124.c57.	Bkʰljan	man50	man	⁴kʰje	work
c4.c124.c59.	Bkʰlam	man50	man	⁴kʰje	work
c4.c124.c70.	Bkʰlot	man50	man	⁴kʰje	work
c4.c124.c71.	Bkʰlot	man50	man	⁴kʰje	work
c4.c124.c78.	Bkʰlon	man50	man	⁴kʰje	work
c4.c125.c11.	Bgliŋ	ris53	ris	⁴kliŋ	snow
c4.c125.c11.	Bgliŋ	sahu49	sahu	⁴kliŋ	snow
c4.c125.c11.	Bgliŋ	tuk56	tuk	⁴kin	snow
c4.c125.c12.	Bglin	tuk56	tuk	⁴kin	snow
c4.c125.c179.c205.c204.	Bgljap	tuk54	tuk	⁴kjəw	lungs
c4.c125.c179.c206.c204.	Bgljop	tuk54	tuk	⁴kjəw	lungs
c4.c125.c179.c30.	Bgljem	tuk58	tuk	⁴kjəm	road
c4.c125.c179.c33.c204.	Bgljap	tuk54	tuk	⁴kjəw	lungs
c4.c125.c179.c39.c204.	Bgljwap	tuk54	tuk	⁴kjəw	lungs
c4.c125.c179.c51.	Bgljap	tuk54	tuk	⁴kjəw	lungs
c4.c125.c179.c59.	Bgljam	tuk58	tuk	⁴kjəm	road
c4.c125.c179.c74.	Bgljwap	tuk54	tuk	⁴kjəw	lungs
c4.c125.c180.c205.c204.	Bgljap	tuk54	tuk	⁴kjəw	lungs
c4.c125.c180.c206.c204.	Bgljop	tuk54	tuk	⁴kjəw	lungs
c4.c125.c180.c30.	Bgljem	tuk58	tuk	⁴kjəm	road
c4.c125.c180.c33.c204.	Bgljap	tuk54	tuk	⁴kjəw	lungs
c4.c125.c180.c39.c204.	Bgljwap	tuk54	tuk	⁴kjəw	lungs
c4.c125.c180.c51.	Bgljap	tuk54	tuk	⁴kjəw	lungs
c4.c125.c180.c59.	Bgljam	tuk58	tuk	⁴kjəm	road
c4.c125.c180.c74.	Bgljwap	tuk54	tuk	⁴kjəw	lungs
c4.c125.c20.	Bgle	tuk57	tuk	⁴ke	work
c4.c125.c205.c201.	Bglak	sahu48	sahu	⁴klaː	place
c4.c125.c205.c203.	Bglat	sahu48	sahu	⁴klaː	place
c4.c125.c205.c204.	Bglap	tuk54	tuk	⁴kjəw	lungs
c4.c125.c206.c204.	Bglop	ris51	ris	⁴klop	lungs
c4.c125.c206.c204.	Bglop	tuk54	tuk	⁴kjəw	lungs
c4.c125.c21.	Bgleː	mar56	mar	⁴lja	place
c4.c125.c21.	Bgleː	tuk57	tuk	⁴ke	work
c4.c125.c22.	Bgleː	tuk57	tuk	⁴ke	work
c4.c125.c23.	Bgleː	tuk57	tuk	⁴ke	work
c4.c125.c24.	Bglje	tuk57	tuk	⁴ke	work
c4.c125.c25.	Bglek	tuk57	tuk	⁴ke	work
c4.c125.c26.	Bglet	tuk57	tuk	⁴ke	work
c4.c125.c30.	Bglem	tuk58	tuk	⁴kjəm	road
c4.c125.c31.	Bglew	tuk57	tuk	⁴ke	work
c4.c125.c33.	Bgla	ris52	ris	⁴kla	place
c4.c125.c33.c201.	Bglak	sahu48	sahu	⁴klaː	place
c4.c125.c33.c203.	Bglat	sahu48	sahu	⁴klaː	place
c4.c125.c33.c204.	Bglap	tuk54	tuk	⁴kjəw	lungs
c4.c125.c34.	Bglaː	sahu48	sahu	⁴klaː	place
c4.c125.c34.	Bglaː	mar56	mar	⁴lja	place
c4.c125.c35.	Bglja	tuk57	tuk	⁴ke	work
c4.c125.c38.c204.	Bglwap	ris51	ris	⁴klop	lungs
c4.c125.c39.c201.	Bglwak	sahu48	sahu	⁴klaː	place
c4.c125.c39.c203.	Bglwat	sahu48	sahu	⁴klaː	place
c4.c125.c39.c204.	Bglwap	tuk54	tuk	⁴kjəw	lungs
c4.c125.c40.	Bglwaː	sahu48	sahu	⁴klaː	place
c4.c125.c41.	Bglwaː	sahu48	sahu	⁴klaː	place
c4.c125.c41.	Bglwaː	mar56	mar	⁴lja	place
c4.c125.c42.	Bglai	tuk57	tuk	⁴ke	work
c4.c125.c43.	Bglai	tuk57	tuk	⁴ke	work
c4.c125.c44.	Bglai	tuk57	tuk	⁴ke	work
c4.c125.c48.	Bglat	tuk57	tuk	⁴ke	work
c4.c125.c50.	Bglwat	tuk57	tuk	⁴ke	work
c4.c125.c51.	Bglap	tuk54	tuk	⁴kjəw	lungs
c4.c125.c52.	Bgljap	tuk57	tuk	⁴ke	work
c4.c125.c59.	Bglam	tuk58	tuk	⁴kjəm	road
c4.c125.c65.c204.	Bglop	ris51	ris	⁴klop	lungs
c4.c125.c68.	Bgljoi	tuk57	tuk	⁴ke	work
c4.c125.c71.	Bglot	tuk57	tuk	⁴ke	work
c4.c125.c74.	Bglwap	ris51	ris	⁴klop	lungs
c4.c125.c74.	Bglwap	tuk54	tuk	⁴kjəw	lungs
c4.c125.c75.	Bglop	ris51	ris	⁴klop	lungs
c4.c126.c11.	Bgliŋ	ris53	ris	⁴kliŋ	snow
c4.c126.c11.	Bgliŋ	sahu49	sahu	⁴kliŋ	snow
c4.c126.c205.c201.	Bglak	sahu48	sahu	⁴klaː	place
c4.c126.c205.c203.	Bglat	sahu48	sahu	⁴klaː	place
c4.c126.c205.c203.	Bglat	tag38	tag	⁴kʰlaː	place
c4.c126.c205.c204.	Bglap	tuk54	tuk	⁴kjəw	lungs
c4.c126.c206.c204.	Bglop	ris51	ris	⁴klop	lungs
c4.c126.c206.c204.	Bglop	tuk54	tuk	⁴kjəw	lungs
c4.c126.c21.	Bgleː	man50	man	⁴kʰje	work
c4.c126.c21.	Bgleː	mar56	mar	⁴lja	place
c4.c126.c22.	Bgleː	man50	man	⁴kʰje	work
c4.c126.c26.	Bglet	man50	man	⁴kʰje	work
c4.c126.c27.	Bglep	man50	man	⁴kʰje	work
c4.c126.c30.	Bglem	tuk58	tuk	⁴kjəm	road
c4.c126.c31.	Bglew	man50	man	⁴kʰje	work
c4.c126.c33.	Bgla	ris52	ris	⁴kla	place
c4.c126.c33.c201.	Bglak	sahu48	sahu	⁴klaː	place
c4.c126.c33.c203.	Bglat	sahu48	sahu	⁴klaː	place
c4.c126.c33.c203.	Bglat	tag38	tag	⁴kʰlaː	place
c4.c126.c33.c204.	Bglap	tuk54	tuk	⁴kjəw	lungs
c4.c126.c34.	Bglaː	sahu48	sahu	⁴klaː	place
c4.c126.c34.	Bglaː	man48	man	⁴kʰja	place
c4.c126.c34.	Bglaː	mar56	mar	⁴lja	place
c4.c126.c34.	Bglaː	syang57	syang	⁴lja	place
c4.c126.c34.	Bglaː	tag38	tag	⁴kʰlaː	place
c4.c126.c38.	Bglwa	man48	man	⁴kʰja	place
c4.c126.c38.c204.	Bglwap	ris51	ris	⁴klop	lungs
c4.c126.c39.c201.	Bglwak	sahu48	sahu	⁴klaː	place
c4.c126.c39.c203.	Bglwat	sahu48	sahu	⁴klaː	place
c4.c126.c39.c203.	Bglwat	tag38	tag	⁴kʰlaː	place
c4.c126.c39.c204.	Bglwap	tuk54	tuk	⁴kjəw	lungs
c4.c126.c40.	Bglwaː	sahu48	sahu	⁴klaː	place
c4.c126.c41.	Bglwaː	sahu48	sahu	⁴klaː	place
c4.c126.c41.	Bglwaː	mar56	mar	⁴lja	place
c4.c126.c48.	Bglat	man50	man	⁴kʰje	work
c4.c126.c51.	Bglap	man50	man	⁴kʰje	work
c4.c126.c51.	Bglap	tuk54	tuk	⁴kjəw	lungs
c4.c126.c56.	Bglan	man50	man	⁴kʰje	work
c4.c126.c57.	Bgljan	man50	man	⁴kʰje	work
c4.c126.c59.	Bglam	man50	man	⁴kʰje	work
c4.c126.c59.	Bglam	tuk58	tuk	⁴kjəm	road
c4.c126.c65.c204.	Bglop	ris51	ris	⁴klop	lungs
c4.c126.c70.	Bglot	man50	man	⁴kʰje	work
c4.c126.c71.	Bglot	man50	man	⁴kʰje	work
c4.c126.c74.	Bglwap	ris51	ris	⁴klop	lungs
c4.c126.c74.	Bglwap	tuk54	tuk	⁴kjəw	lungs
c4.c126.c75.	Bglop	ris51	ris	⁴klop	lungs
c4.c126.c78.	Bglon	man50	man	⁴kʰje	work
c4.c127.c11.	Bgliŋ	ris53	ris	⁴kliŋ	snow
c4.c127.c11.	Bgliŋ	sahu49	sahu	⁴kliŋ	snow
c4.c127.c11.	Bgliŋ	man49	man	⁴kʰĩ	snow
c4.c127.c11.	Bgliŋ	mar57	mar	⁴lin	snow
c4.c127.c11.	Bgliŋ	tuk56	tuk	⁴kin	snow
c4.c127.c12.	Bglin	man49	man	⁴kʰĩ	snow
c4.c127.c12.	Bglin	mar57	mar	⁴lin	snow
c4.c127.c12.	Bglin	tuk56	tuk	⁴kin	snow
c4.c127.c14.	Bglim	man49	man	⁴kʰĩ	snow
c4.c127.c14.	Bglim	mar57	mar	⁴lin	snow
c4.c127.c179.c205.c204.	Bgljap	tuk54	tuk	⁴kjəw	lungs
c4.c127.c179.c206.c204.	Bgljop	tuk54	tuk	⁴kjəw	lungs
c4.c127.c179.c21.	Bgljeː	man50	man	⁴kʰje	work
c4.c127.c179.c21.	Bgljeː	mar56	mar	⁴lja	place
c4.c127.c179.c22.	Bgljeː	man50	man	⁴kʰje	work
c4.c127.c179.c26.	Bgljet	man50	man	⁴kʰje	work
c4.c127.c179.c27.	Bgljep	man50	man	⁴kʰje	work
c4.c127.c179.c30.	Bgljem	tuk58	tuk	⁴kjəm	road
c4.c127.c179.c31.	Bgljew	man50	man	⁴kʰje	work
c4.c127.c179.c33.c204.	Bgljap	tuk54	tuk	⁴kjəw	lungs
c4.c127.c179.c34.	Bgljaː	man48	man	⁴kʰja	place
c4.c127.c179.c34.	Bgljaː	mar56	mar	⁴lja	place
c4.c127.c179.c34.	Bgljaː	syang57	syang	⁴lja	place
c4.c127.c179.c38.	Bgljwa	man48	man	⁴kʰja	place
c4.c127.c179.c39.c204.	Bgljwap	tuk54	tuk	⁴kjəw	lungs
c4.c127.c179.c41.	Bgljwaː	mar56	mar	⁴lja	place
c4.c127.c179.c48.	Bgljat	man50	man	⁴kʰje	work
c4.c127.c179.c51.	Bgljap	man50	man	⁴kʰje	work
c4.c127.c179.c51.	Bgljap	tuk54	tuk	⁴kjəw	lungs
c4.c127.c179.c56.	Bgljan	man50	man	⁴kʰje	work
c4.c127.c179.c57.	Bgljjan	man50	man	⁴kʰje	work
c4.c127.c179.c59.	Bgljam	man50	man	⁴kʰje	work
c4.c127.c179.c59.	Bgljam	tuk58	tuk	⁴kjəm	road
c4.c127.c179.c70.	Bgljot	man50	man	⁴kʰje	work
c4.c127.c179.c71.	Bgljot	man50	man	⁴kʰje	work
c4.c127.c179.c74.	Bgljwap	tuk54	tuk	⁴kjəw	lungs
c4.c127.c179.c78.	Bgljon	man50	man	⁴kʰje	work
c4.c127.c180.c205.c204.	Bgljap	tuk54	tuk	⁴kjəw	lungs
c4.c127.c180.c206.c204.	Bgljop	tuk54	tuk	⁴kjəw	lungs
c4.c127.c180.c21.	Bgljeː	man50	man	⁴kʰje	work
c4.c127.c180.c22.	Bgljeː	man50	man	⁴kʰje	work
c4.c127.c180.c26.	Bgljet	man50	man	⁴kʰje	work
c4.c127.c180.c27.	Bgljep	man50	man	⁴kʰje	work
c4.c127.c180.c30.	Bgljem	tuk58	tuk	⁴kjəm	road
c4.c127.c180.c31.	Bgljew	man50	man	⁴kʰje	work
c4.c127.c180.c33.c204.	Bgljap	tuk54	tuk	⁴kjəw	lungs
c4.c127.c180.c34.	Bgljaː	man48	man	⁴kʰja	place
c4.c127.c180.c38.	Bgljwa	man48	man	⁴kʰja	place
c4.c127.c180.c39.c204.	Bgljwap	tuk54	tuk	⁴kjəw	lungs
c4.c127.c180.c48.	Bgljat	man50	man	⁴kʰje	work
c4.c127.c180.c51.	Bgljap	man50	man	⁴kʰje	work
c4.c127.c180.c51.	Bgljap	tuk54	tuk	⁴kjəw	lungs
c4.c127.c180.c56.	Bgljan	man50	man	⁴kʰje	work
c4.c127.c180.c57.	Bgljjan	man50	man	⁴kʰje	work
c4.c127.c180.c59.	Bgljam	man50	man	⁴kʰje	work
c4.c127.c180.c59.	Bgljam	tuk58	tuk	⁴kjəm	road
c4.c127.c180.c70.	Bgljot	man50	man	⁴kʰje	work
c4.c127.c180.c71.	Bgljot	man50	man	⁴kʰje	work
c4.c127.c180.c74.	Bgljwap	tuk54	tuk	⁴kjəw	lungs
c4.c127.c180.c78.	Bgljon	man50	man	⁴kʰje	work
c4.c127.c20.	Bgle	syang57	syang	⁴lja	place
c4.c127.c20.	Bgle	tuk57	tuk	⁴ke	work
c4.c127.c205.c201.	Bglak	sahu48	sahu	⁴klaː	place
c4.c127.c205.c203.	Bglat	sahu48	sahu	⁴klaː	place
c4.c127.c205.c203.	Bglat	tag38	tag	⁴kʰlaː	place
c4.c127.c206.c204.	Bglop	ris51	ris	⁴klop	lungs
c4.c127.c21.	Bgleː	tuk57	tuk	⁴ke	work
c4.c127.c22.	Bgleː	tuk57	tuk	⁴ke	work
c4.c127.c23.	Bgleː	tuk57	tuk	⁴ke	work
c4.c127.c24.	Bglje	tuk57	tuk	⁴ke	work
c4.c127.c25.	Bglek	tuk57	tuk	⁴ke	work
c4.c127.c26.	Bglet	tuk57	tuk	⁴ke	work
c4.c127.c31.	Bglew	mar18	mar	˥lu	snake-god
c4.c127.c31.	Bglew	tuk57	tuk	⁴ke	work
c4.c127.c33.	Bgla	ris52	ris	⁴kla	place
c4.c127.c33.c201.	Bglak	sahu48	sahu	⁴klaː	place
c4.c127.c33.c203.	Bglat	sahu48	sahu	⁴klaː	place
c4.c127.c33.c203.	Bglat	tag38	tag	⁴kʰlaː	place
c4.c127.c34.	Bglaː	sahu48	sahu	⁴klaː	place
c4.c127.c34.	Bglaː	tag38	tag	⁴kʰlaː	place
c4.c127.c35.	Bglja	man50	man	⁴kʰje	work
c4.c127.c35.	Bglja	tuk57	tuk	⁴ke	work
c4.c127.c36.	Bgljaː	man48	man	⁴kʰja	place
c4.c127.c36.	Bgljaː	mar56	mar	⁴lja	place
c4.c127.c36.	Bgljaː	syang57	syang	⁴lja	place
c4.c127.c38.c204.	Bglwap	ris51	ris	⁴klop	lungs
c4.c127.c39.c201.	Bglwak	sahu48	sahu	⁴klaː	place
c4.c127.c39.c203.	Bglwat	sahu48	sahu	⁴klaː	place
c4.c127.c39.c203.	Bglwat	tag38	tag	⁴kʰlaː	place
c4.c127.c40.	Bglwaː	sahu48	sahu	⁴klaː	place
c4.c127.c41.	Bglwaː	sahu48	sahu	⁴klaː	place
c4.c127.c42.	Bglai	tuk57	tuk	⁴ke	work
c4.c127.c43.	Bglai	tuk57	tuk	⁴ke	work
c4.c127.c44.	Bglai	tuk57	tuk	⁴ke	work
c4.c127.c48.	Bglat	man50	man	⁴kʰje	work
c4.c127.c48.	Bglat	tuk57	tuk	⁴ke	work
c4.c127.c49.	Bglat	man50	man	⁴kʰje	work
c4.c127.c50.	Bglwat	tuk57	tuk	⁴ke	work
c4.c127.c51.	Bglap	man50	man	⁴kʰje	work
c4.c127.c52.	Bgljap	tuk57	tuk	⁴ke	work
c4.c127.c55.	Bglan	man51	man	⁴kʰjɛ̃	road
c4.c127.c61.	Bgljar	man50	man	⁴kʰje	work
c4.c127.c65.c204.	Bglop	ris51	ris	⁴klop	lungs
c4.c127.c66.	Bgloː	mar18	mar	˥lu	snake-god
c4.c127.c68.	Bgljoi	tuk57	tuk	⁴ke	work
c4.c127.c71.	Bglot	tuk57	tuk	⁴ke	work
c4.c127.c74.	Bglwap	ris51	ris	⁴klop	lungs
c4.c127.c75.	Bglop	ris51	ris	⁴klop	lungs
c4.c127.c79.	Bgljon	man50	man	⁴kʰje	work
c4.c127.c82.	Bglu	mar18	mar	˥lu	snake-god
c4.c127.c83.	Bgluː	mar18	mar	˥lu	snake-god
c4.c127.c91.	Bglup	mar18	mar	˥lu	snake-god
c4.c127.c94.	Bglun	man49	man	⁴kʰĩ	snow
c4.c128.c179.c33.	Btsja	syang54	syang	˩tʃjʌ	eagle (nep cil 'hawk')
c4.c129.c27.	Btsep	syang44	syang	˩tso	point
c4.c129.c37.	Btswa	syang44	syang	˩tso	point
c4.c129.c38.	Btswa	syang44	syang	˩tso	point
c4.c129.c39.	Btswa	syang44	syang	˩tso	point
c4.c129.c51.	Btsap	syang44	syang	˩tso	point
c4.c129.c65.	Btso	syang44	syang	˩tso	point
c4.c129.c66.	Btsoː	syang44	syang	˩tso	point
c4.c129.c81.	Btsor	syang44	syang	˩tso	point
c4.c132.c27.	Bdzep	syang44	syang	˩tso	point
c4.c132.c37.	Bdzwa	syang44	syang	˩tso	point
c4.c132.c38.	Bdzwa	syang44	syang	˩tso	point
c4.c132.c39.	Bdzwa	syang44	syang	˩tso	point
c4.c132.c51.	Bdzap	syang44	syang	˩tso	point
c4.c132.c65.	Bdzo	syang44	syang	˩tso	point
c4.c132.c66.	Bdzoː	syang44	syang	˩tso	point
c4.c132.c81.	Bdzor	syang44	syang	˩tso	point
c4.c133.c27.	Bdzep	syang44	syang	˩tso	point
c4.c133.c37.	Bdzwa	syang44	syang	˩tso	point
c4.c133.c38.	Bdzwa	syang44	syang	˩tso	point
c4.c133.c39.	Bdzwa	syang44	syang	˩tso	point
c4.c133.c51.	Bdzap	syang44	syang	˩tso	point
c4.c133.c65.	Bdzo	syang44	syang	˩tso	point
c4.c133.c66.	Bdzoː	syang44	syang	˩tso	point
c4.c133.c81.	Bdzor	syang44	syang	˩tso	point
c4.c137.c16.	Bʈil	tuk50	tuk	⁴ʈi	one
c4.c137.c17.	Bʈwi	tuk50	tuk	⁴ʈi	one
c4.c137.c20.	Bʈe	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c137.c205.c203.	Bʈat	tag42	tag	⁴ʈaː	tumpline/carrying headband
c4.c137.c21.	Bʈeː	mar60	mar	⁴ʈʌ	enemy
c4.c137.c21.	Bʈeː	mar61	mar	⁴ʈa	tumpline/carrying headband
c4.c137.c21.	Bʈeː	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c137.c22.	Bʈeː	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c137.c23.	Bʈeː	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c137.c24.	Bʈje	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c137.c25.	Bʈek	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c137.c26.	Bʈet	tuk50	tuk	⁴ʈi	one
c4.c137.c26.	Bʈet	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c137.c31.	Bʈew	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c137.c33.	Bʈa	mar60	mar	⁴ʈʌ	enemy
c4.c137.c33.	Bʈa	tuk59	tuk	⁴ʈə	enemy
c4.c137.c33.c203.	Bʈat	tag42	tag	⁴ʈaː	tumpline/carrying headband
c4.c137.c34.	Bʈaː	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c137.c34.	Bʈaː	ris56	ris	⁴ʈaː	tumpline/carrying headband
c4.c137.c34.	Bʈaː	mar61	mar	⁴ʈa	tumpline/carrying headband
c4.c137.c34.	Bʈaː	syang61	syang	˩ʈa	enemy
c4.c137.c34.	Bʈaː	tag42	tag	⁴ʈaː	tumpline/carrying headband
c4.c137.c34.	Bʈaː	tuk60	tuk	⁴ʈa	tumpline/carrying headband
c4.c137.c35.	Bʈja	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c137.c37.	Bʈwa	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c137.c39.	Bʈwa	mar60	mar	⁴ʈʌ	enemy
c4.c137.c39.	Bʈwa	tuk59	tuk	⁴ʈə	enemy
c4.c137.c39.c203.	Bʈwat	tag42	tag	⁴ʈaː	tumpline/carrying headband
c4.c137.c40.	Bʈwaː	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c137.c41.	Bʈwaː	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c137.c41.	Bʈwaː	mar61	mar	⁴ʈa	tumpline/carrying headband
c4.c137.c42.	Bʈai	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c137.c43.	Bʈai	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c137.c44.	Bʈai	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c137.c48.	Bʈat	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c137.c5.	Bʈi	tuk50	tuk	⁴ʈi	one
c4.c137.c50.	Bʈwat	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c137.c51.	Bʈap	tuk60	tuk	⁴ʈa	tumpline/carrying headband
c4.c137.c52.	Bʈjap	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c137.c6.	Bʈiː	tuk50	tuk	⁴ʈi	one
c4.c137.c65.	Bʈo	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c137.c68.	Bʈjoi	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c137.c7.	Bʈik	tuk50	tuk	⁴ʈi	one
c4.c137.c71.	Bʈot	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c137.c74.	Bʈwap	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c137.c75.	Bʈop	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c137.c8.	Bʈit	tuk50	tuk	⁴ʈi	one
c4.c137.c89.	Bʈut	tuk50	tuk	⁴ʈi	one
c4.c137.c9.	Bʈip	tuk50	tuk	⁴ʈi	one
c4.c139.c205.c203.	Bʈ.Hr.ʈʰat	tag42	tag	⁴ʈaː	tumpline/carrying headband
c4.c139.c33.c203.	Bʈ.Hr.ʈʰat	tag42	tag	⁴ʈaː	tumpline/carrying headband
c4.c139.c34.	Bʈ.Hr.ʈʰaː	ris56	ris	⁴ʈaː	tumpline/carrying headband
c4.c139.c34.	Bʈ.Hr.ʈʰaː	tag42	tag	⁴ʈaː	tumpline/carrying headband
c4.c139.c39.c203.	Bʈ.Hr.ʈʰwat	tag42	tag	⁴ʈaː	tumpline/carrying headband
c4.c140.c16.	Bɖil	tuk50	tuk	⁴ʈi	one
c4.c140.c17.	Bɖwi	tuk50	tuk	⁴ʈi	one
c4.c140.c20.	Bɖe	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c140.c205.c203.	Bɖat	tag42	tag	⁴ʈaː	tumpline/carrying headband
c4.c140.c21.	Bɖeː	mar60	mar	⁴ʈʌ	enemy
c4.c140.c21.	Bɖeː	mar61	mar	⁴ʈa	tumpline/carrying headband
c4.c140.c21.	Bɖeː	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c140.c22.	Bɖeː	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c140.c23.	Bɖeː	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c140.c24.	Bɖje	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c140.c25.	Bɖek	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c140.c26.	Bɖet	tuk50	tuk	⁴ʈi	one
c4.c140.c26.	Bɖet	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c140.c31.	Bɖew	tuk52	tuk	⁴ʈe	eagle (nep cil 'hawk')
c4.c140.c33.	Bɖa	mar60	mar	⁴ʈʌ	enemy
c4.c140.c33.	Bɖa	tuk59	tuk	⁴ʈə	enemy
c4.c140.c33.c203.	Bɖat	tag42	tag	⁴ʈaː	tumpline/carrying headband
c4.c140.c34.	Bɖaː	gha52	gha	˩ʈo	tumpline/carrying headband
c4.c140.c34.	Bɖaː	ris56	ris	⁴ʈaː	tumpline/carrying headband
c4.c140.c34.	Bɖaː	mar61	mar	⁴ʈa	tumpline/carrying headband
c4.c140.c34.	Bɖaː	syang61	syang	˩ʈa	enemy
c4.c140.c34.	Bɖaː	tag42	tag	⁴ʈaː	tumpline/carrying headband
c4.c140.c34.	Bɖaː	tuk60	tuk	⁴ʈa	tumpline/carrying headband
